polymer,PSMILES,Exp_Tg(K),source,SMILES,tg_range,number of points,reliability,stdev,num_atoms_sidechainfeaturizer_sum,num_atoms_sidechainfeaturizer_mean,num_atoms_sidechainfeaturizer_max,num_atoms_sidechainfeaturizer_min,numsidechainfeaturizer,num_atoms_backbonefeaturizer,numbackbonefeaturizer,num_hbond_donors_fullpolymerfeaturizer,num_hbond_acceptors_fullpolymerfeaturizer,num_rotatable_bonds_fullpolymerfeaturizer,num_rings_fullpolymerfeaturizer,num_non_aromatic_rings_fullpolymerfeaturizer,num_aromatic_rings_fullpolymerfeaturizer,topological_surface_area_fullpolymerfeaturizer,fraction_bicyclic_rings_fullpolymerfeaturizer,num_aliphatic_heterocycles_fullpolymerfeaturizer,slogp_vsa1_fullpolymerfeaturizer,balaban_j_index_fullpolymerfeaturizer,molecular_weight_fullpolymerfeaturizer,sp3_carbon_count_fullpolymerfeaturizer,sp2_carbon_count_fullpolymerfeaturizer,max_estate_index_fullpolymerfeaturizer,smr_vsa5_fullpolymerfeaturizer,fp_density_morgan1_fullpolymerfeaturizer,total_halogens_fullpolymerfeaturizer,fluorine_count_fullpolymerfeaturizer,chlorine_count_fullpolymerfeaturizer,bromine_count_fullpolymerfeaturizer,single_bonds_fullpolymerfeaturizer,double_bonds_fullpolymerfeaturizer,triple_bonds_fullpolymerfeaturizer,bridging_rings_count_fullpolymerfeaturizer,max_ring_size_fullpolymerfeaturizer,heteroatom_density_fullpolymerfeaturizer,heteroatom_count_fullpolymerfeaturizer,heteroatom_distance_mean_fullpolymerfeaturizer,heteroatom_distance_min_fullpolymerfeaturizer,heteroatom_distance_max_fullpolymerfeaturizer,heteroatom_distance_sum_fullpolymerfeaturizer
,*Oc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)c1,419.15,GREA,,419.15-419.15,1,black,,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,4.0,7.0,4.0,0.0,4.0,52.6,0.0,0.0,15.909757417102366,1.4337941224015656,392.104858992,0.0,30.0,12.716510574631695,0.0,0.6,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,6.0,0.1875,6.0,8.546522581986888,1.5000000000000002,13.500000000000002,128.19783872980332
,*Oc1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(OC(*)=O)c2)c1,319.15,GREA,,319.15-319.15,1,black,,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,3.0,6.0,2.0,0.0,2.0,35.53,0.0,0.0,9.843390348640755,2.4968266249483646,362.037763436,9.0,16.0,14.441180004409171,17.76758750428373,0.88,6.0,6.0,0.0,0.0,15.0,1.0,0.0,0.0,6.0,0.4074074074074074,11.0,6.884781125636297,1.4999999999999996,17.036725037400824,378.66296190999634
,*Oc1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(OC(=O)c3cccc(C(F)(F)C(F)(F)C(F)(F)c4cccc(C(*)=O)c4)c3)c2)c1,347.15,GREA,,347.15-347.15,1,black,,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,4.0,12.0,4.0,0.0,4.0,52.6,0.0,0.0,9.843390348640755,1.618115895631608,692.085697632,18.0,30.0,15.145478644042452,35.53517500856746,0.5,12.0,12.0,0.0,0.0,27.0,2.0,0.0,0.0,6.0,0.36,18.0,9.236950071852911,1.499999999999999,20.194296235284348,1413.2533609934953
,*Oc1cccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccc(/N=N/c5ccc([N+](=O)[O-])cc5)cc4)c4cccc(OC(=O)OCCOCCOC(*)=O)c4)cc3)cc2)c1,384.15,GREA,,384.15-384.15,1,black,,23.0,11.5,17.0,6.0,2.0,41.0,1.0,0.0,13.0,18.0,7.0,0.0,7.0,154.63,0.0,0.0,19.64320981034171,1.1227373846051951,827.2591277640003,5.0,57.0,12.631414760991756,0.0,0.5483870967741935,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,6.0,0.25,16.0,15.3226230619173,1.4999999999999987,30.63086671662422,1838.7147674300759
,*Oc1cccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4cccc(OC(=O)OCCOCCOC(*)=O)c4)cc3)cc2)c1,386.15,GREA,,386.15-386.15,1,black,,12.0,6.0,6.0,6.0,2.0,41.0,1.0,0.0,9.0,15.0,6.0,0.0,6.0,86.77000000000001,0.0,0.0,19.64320981034171,1.1784806362530644,678.2366014280001,5.0,46.0,12.432609155060696,0.0,0.49019607843137253,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,6.0,0.20754716981132076,11.0,11.966736253435066,1.5000000000000004,22.39977678460211,658.1704939389286
,*Oc1cccc(NC(=O)CCCCC(=O)Nc2ccc(*)cc2)c1,433.15,GREA,,433.15-433.15,1,black,,0.0,0.0,0.0,0.0,0.0,25.0,1.0,2.0,3.0,8.0,2.0,0.0,2.0,67.42999999999999,0.0,0.0,21.806471671314977,1.6499556431937603,310.131742436,4.0,19.0,11.948746262877929,25.683286491704038,0.9565217391304348,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,6.0,0.28,7.0,9.122164850442026,1.5000000000000007,19.672315572906005,191.56546185928255
,*Oc1cccc(NC(=O)CCCCCC(=O)Nc2ccc(*)cc2)c1,403.15,GREA,,403.15-403.15,1,black,,0.0,0.0,0.0,0.0,0.0,26.0,1.0,2.0,3.0,9.0,2.0,0.0,2.0,67.42999999999999,0.0,0.0,21.806471671314977,1.595986133411001,324.1473925,5.0,19.0,11.967288603375017,32.10410811463005,0.9166666666666666,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,6.0,0.2692307692307692,7.0,9.55460451587824,1.5,19.615045245933032,200.646694833443
,*Oc1cccc(NC(=O)CCCCCCC(=O)Nc2ccc(*)cc2)c1,413.15,GREA,,413.15-413.15,1,black,,0.0,0.0,0.0,0.0,0.0,27.0,1.0,2.0,3.0,10.0,2.0,0.0,2.0,67.42999999999999,0.0,0.0,21.806471671314977,1.5495011708482502,338.163042564,6.0,19.0,11.98415872779027,38.524929737556064,0.88,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,6.0,0.25925925925925924,7.0,10.529097441306575,1.5,22.096379793984354,221.1110462674381
,*Oc1cccc(NC(=O)CCCCCCCC(=O)Nc2ccc(*)cc2)c1,393.15,GREA,,393.15-393.15,1,black,,0.0,0.0,0.0,0.0,0.0,28.0,1.0,2.0,3.0,11.0,2.0,0.0,2.0,67.42999999999999,0.0,0.0,21.806471671314977,1.509134685384247,352.178692628,7.0,19.0,11.999539275389886,44.94575136048208,0.8461538461538461,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,6.0,0.25,7.0,11.013630584249064,1.4999999999999993,22.197972880423116,231.28624226923034
,*Oc1cccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(*)cc2)c1,398.15,GREA,,398.15-398.15,1,black,,0.0,0.0,0.0,0.0,0.0,29.0,1.0,2.0,3.0,12.0,2.0,0.0,2.0,67.42999999999999,0.0,0.0,21.806471671314977,1.4738237527955662,366.194342692,8.0,19.0,12.013590364881129,51.36657298340809,0.8148148148148148,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,6.0,0.2413793103448276,7.0,11.958641952655402,1.5000000000000004,24.556058315617353,251.13148100576342
,*Oc1cccc(NC(=O)CCCCCCCCCC(=O)Nc2ccc(*)cc2)c1,383.15,GREA,,383.15-383.15,1,black,,0.0,0.0,0.0,0.0,0.0,30.0,1.0,2.0,3.0,13.0,2.0,0.0,2.0,67.42999999999999,0.0,0.0,21.806471671314977,1.4427306488682918,380.209992756,9.0,19.0,12.026455202217747,57.787394606334104,0.7857142857142857,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,6.0,0.23333333333333334,7.0,12.479908212799113,1.5000000000000002,24.784067462787462,262.0780724687814
,*Oc1cccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(*)cc2)c1,383.15,GREA,,383.15-383.15,1,black,,0.0,0.0,0.0,0.0,0.0,31.0,1.0,2.0,3.0,14.0,2.0,0.0,2.0,67.42999999999999,0.0,0.0,21.806471671314977,1.4151873850776195,394.22564282,10.0,19.0,12.038261655644604,64.20821622926012,0.7586206896551724,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,6.0,0.22580645161290322,7.0,13.402039243754944,1.5000000000000009,27.041634565979923,281.4428241188538
,*Oc1cccc(NC(=O)c2cc(C(=O)Nc3ccc(*)cc3)cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c1,483.15,GREA,,483.15-483.15,1,black,,25.0,25.0,25.0,25.0,1.0,27.0,1.0,2.0,3.0,12.0,3.0,0.0,3.0,67.42999999999999,0.0,0.0,21.806471671314977,2.208348810788607,748.0654720160001,25.0,25.0,15.361514172530812,47.63400269410551,0.54,17.0,17.0,0.0,0.0,34.0,2.0,0.0,0.0,6.0,0.46153846153846156,24.0,8.923346619081162,1.4999999999999976,22.399776784602125,2462.843666866401
,*Oc1cccc(NC(=O)c2cc(C(=O)Nc3ccc(*)cc3)cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c1,503.15,GREA,,503.15-503.15,1,black,,13.0,13.0,13.0,13.0,1.0,27.0,1.0,2.0,3.0,8.0,3.0,0.0,3.0,67.42999999999999,0.0,0.0,21.806471671314977,2.1156773860885956,548.078246256,13.0,25.0,14.847456987156663,23.943886021727202,0.7105263157894737,9.0,9.0,0.0,0.0,22.0,2.0,0.0,0.0,6.0,0.4,16.0,8.012209301431902,1.499999999999998,16.90414150437697,961.4651161718283
,*Oc1cccc(NC(=O)c2cc(NC(=O)c3ccc(OC(C)=O)cc3)cc(C(=O)Nc3ccc(*)cc3)c2)c1,524.15,GREA,,524.15-524.15,1,black,,13.0,13.0,13.0,13.0,1.0,27.0,1.0,3.0,6.0,8.0,4.0,0.0,4.0,122.83000000000001,0.0,0.0,31.860123229121356,1.611681152691838,507.143035392,1.0,37.0,13.202674788458172,6.923737199690624,0.631578947368421,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,6.0,0.275,11.0,9.35894665879648,1.4999999999999998,18.734993995195193,514.7420662338064
,*Oc1cccc(NC(=O)c2ccc(C(=O)Nc3ccc(*)cc3)cc2)c1,553.15,GREA,,553.15-553.15,1,black,,0.0,0.0,0.0,0.0,0.0,27.0,1.0,2.0,3.0,5.0,3.0,0.0,3.0,67.42999999999999,0.0,0.0,21.806471671314977,1.6551498543953778,330.100442308,0.0,25.0,12.38684811472978,0.0,0.8,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,6.0,0.25925925925925924,7.0,8.981761565236503,1.5000000000000007,19.500000000000004,188.61699286996657
,*Oc1cccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1,399.15,GREA,,399.15-399.15,1,black,,0.0,0.0,0.0,0.0,0.0,42.0,1.0,2.0,5.0,9.0,5.0,0.0,5.0,93.72999999999999,0.0,0.0,26.543334625115026,1.148099413261317,526.152871804,0.0,40.0,12.763420326663965,0.0,0.55,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,6.0,0.21428571428571427,9.0,11.90303324215686,1.4999999999999993,24.556058315617353,428.509196717647
,*Oc1cccc(NC(=O)c2ccc(C(=O)c3cccc(C(=O)Nc4ccc(*)cc4)c3)cc2)c1,510.15,GREA,,510.15-510.15,1,black,,0.0,0.0,0.0,0.0,0.0,35.0,1.0,2.0,4.0,7.0,4.0,0.0,4.0,84.5,0.0,0.0,21.806471671314977,1.447239919882694,434.126657056,0.0,33.0,13.026337541048212,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,6.0,0.22857142857142856,8.0,11.051829651240554,1.4999999999999973,24.14021540914662,309.45123023473553
,*Oc1cccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(C(C)(C)c5ccc(Oc6ccc(C(=O)Nc7ccc(*)cc7)cc6)cc5)cc4)cc3)cc2)c1,441.15,GREA,,441.15-441.15,1,black,,0.0,0.0,0.0,0.0,0.0,59.0,1.0,2.0,5.0,13.0,7.0,0.0,7.0,85.89000000000001,0.0,0.0,31.280197578915075,0.9376157130611643,750.309372444,6.0,51.0,12.798130342837121,38.52492973755606,0.45614035087719296,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,6.0,0.15254237288135594,9.0,16.844918520008893,1.4999999999999998,28.500000000000007,606.4170667203201
,*Oc1cccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4cccc(C(C)(C)c5ccc(Oc6ccc(C(=O)Nc7ccc(*)cc7)cc6)cc5)c4)cc3)cc2)c1,420.15,GREA,,420.15-420.15,1,black,,0.0,0.0,0.0,0.0,0.0,59.0,1.0,2.0,5.0,13.0,7.0,0.0,7.0,85.89000000000001,0.0,0.0,31.280197578915075,0.9649119913181122,750.309372444,6.0,51.0,12.822543202694888,38.52492973755606,0.45614035087719296,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,6.0,0.15254237288135594,9.0,18.299120659480845,1.5000000000000009,36.373066958946424,658.7683437413104
,*Oc1cccc(NC(=O)c2ccc(P(=O)(c3ccccc3)c3ccc(C(=O)Nc4cccc(Oc5ccc(P(=O)(c6ccccc6)c6ccc(*)cc6)cc5)c4)cc3)cc2)c1,508.15,GREA,,508.15-508.15,1,black,,12.0,6.0,6.0,6.0,2.0,50.0,1.0,2.0,6.0,13.0,8.0,0.0,8.0,110.80000000000001,0.0,0.0,58.37057400254847,0.9717244791554527,822.2048601319999,2.0,58.0,15.194373000900903,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,6.0,0.1935483870967742,12.0,12.073533658593474,1.499999999999999,25.46768316284325,796.8532214671693
,*Oc1cccc(NC(=O)c2ccc([Si](C)(C)c3ccc(C(*)=O)cc3)cc2)c1,493.15,GREA,,493.15-493.15,1,black,,0.0,0.0,0.0,0.0,0.0,29.0,1.0,1.0,3.0,6.0,3.0,0.0,3.0,55.4,0.0,0.0,20.796767290221954,1.7717747137088464,373.113419998,3.0,24.0,12.595005893515715,13.094022707362173,0.9259259259259259,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,6.0,0.2413793103448276,7.0,10.020055615402667,1.4999999999999998,19.672315572906005,210.421167923456
,*Oc1cccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)c1,513.15,GREA,,513.15-513.15,1,black,,0.0,0.0,0.0,0.0,0.0,27.0,1.0,2.0,3.0,5.0,3.0,0.0,3.0,67.42999999999999,0.0,0.0,21.806471671314977,1.725439019994344,330.100442308,0.0,25.0,12.52325671422533,0.0,0.8,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,6.0,0.25925925925925924,7.0,8.36625251554239,1.5000000000000007,18.18653347947321,175.6913028263902
,*Oc1cccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)c2)c1,387.15,GREA,,387.15-387.15,1,black,,0.0,0.0,0.0,0.0,0.0,42.0,1.0,2.0,5.0,9.0,5.0,0.0,5.0,93.72999999999999,0.0,0.0,26.543334625115026,1.1797059722760868,526.152871804,0.0,40.0,12.904587496713539,0.0,0.55,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,6.0,0.21428571428571427,9.0,11.763070901005971,1.4999999999999982,25.054939632735103,423.470552436215
,*Oc1cccc(OC(=O)CCC(*)=O)c1,311.35,GREA,,311.35-311.35,1,black,,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,52.6,0.0,0.0,9.843390348640755,2.518162372854886,192.042258736,2.0,12.0,11.344673091458805,12.841643245852019,1.3571428571428572,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,6.0,0.375,6.0,6.2677200862894304,1.5,11.324751652906127,94.01580129434146
,*Oc1cccc(OC(=O)Oc2ccc(C(C)(C)c3ccc(OC(*)=O)cc3)cc2)c1,356.25,GREA,,356.25-356.25,1,black,,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,6.0,6.0,3.0,0.0,3.0,71.06,0.0,0.0,19.31711625624085,1.6652698242379695,390.11033829599995,3.0,26.0,12.092068954613511,19.26246486877803,0.7586206896551724,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,6.0,0.25806451612903225,8.0,9.84944381833743,1.5,18.43230859116678,275.78442691344804
,*Oc1cccc(OC(=O)c2cc(OCCCCC)cc(C(*)=O)c2)c1,369.15,GREA,,369.15-369.15,1,black,,6.0,6.0,6.0,6.0,1.0,20.0,1.0,0.0,5.0,9.0,2.0,0.0,2.0,61.830000000000005,0.0,0.0,14.580253302440804,2.180021380702489,326.115423676,5.0,19.0,12.52318542503472,26.186202068468653,1.0416666666666667,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,6.0,0.2692307692307692,7.0,7.050898732560419,1.5000000000000016,13.332291625973385,148.0688733837688
,*Oc1cccc(OC(=O)c2ccc(C(C)(C)c3ccc(C(*)=O)cc3)cc2)c1,431.15,GREA,,431.15-431.15,1,black,,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,4.0,6.0,3.0,0.0,3.0,52.6,0.0,0.0,9.843390348640755,1.7717747137088464,358.12050905599995,3.0,24.0,12.47255691392388,19.26246486877803,0.8518518518518519,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,6.0,0.20689655172413793,6.0,10.585663765522572,1.4999999999999998,19.672315572906005,158.78495648283857
,*Oc1cccc(OC(=O)c2ccc(OC(=O)c3cccc(C(=O)Oc4ccc(C(*)=O)cc4)c3)cc2)c1,431.15,GREA,,431.15-431.15,1,black,,0.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,8.0,8.0,4.0,0.0,4.0,105.20000000000002,0.0,0.0,19.31711625624085,1.3752025440667264,480.08451747199996,0.0,36.0,12.670164192654202,0.0,0.5,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,6.0,0.2631578947368421,10.0,11.327238874532792,1.499999999999999,25.233905761891084,509.7257493539757
,*Oc1cccc(OC(=O)c2ccc(Oc3ccc(C(*)=O)cc3)cc2)c1,432.15,GREA,,432.15-432.15,1,black,,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,5.0,6.0,3.0,0.0,3.0,61.830000000000005,0.0,0.0,14.580253302440804,1.6501579411119747,332.068473484,0.0,25.0,12.27038854657694,0.0,0.76,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,6.0,0.25925925925925924,7.0,9.143381730209299,1.5000000000000007,17.6847391838274,192.01101633439526
,*Oc1cccc(OC(=O)c2ccc([Si](C)(C)c3ccc(C(*)=O)cc3)cc2)c1,407.15,GREA,,407.15-407.15,1,black,,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,4.0,6.0,3.0,0.0,3.0,52.6,0.0,0.0,20.216841640015673,1.7717747137088464,374.09743558599996,3.0,24.0,12.483894782404604,13.094022707362173,0.8518518518518519,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,6.0,0.2413793103448276,7.0,10.020055615402667,1.4999999999999998,19.672315572906005,210.421167923456
,*Oc1cccc(OC(=O)c2cccc(C(*)=O)c2)c1,420.15,GREA,,420.15-420.15,1,black,,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,4.0,4.0,2.0,0.0,2.0,52.6,0.0,0.0,9.843390348640755,2.188742831141702,240.042258736,0.0,18.0,12.050223922902493,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,6.0,0.3,6.0,6.867640885826377,1.5,13.332291625973385,103.01461328739566
,*Oc1cccc(OC2(F)C(*)(F)C(F)(F)C2(F)F)c1,305.15,GREA,,305.15-305.15,1,black,,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,18.46,0.0,0.0,9.843390348640755,2.3662773002185533,270.011548688,10.0,8.0,14.08896164021164,23.871553892032033,1.0,6.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.5,10.0,4.746279915140092,1.4999999999999982,10.208875705497627,213.58259618130413
,*Oc1cccc(Oc2ccc(-c3ccc(*)cc3)cc2)c1C#N,483.15,GREA,,483.15-483.15,1,black,,2.0,2.0,2.0,2.0,1.0,22.0,1.0,0.0,3.0,4.0,3.0,0.0,3.0,42.25,0.0,0.0,15.909757417102366,1.849562439489427,285.07897859200006,0.0,20.0,9.346437588118684,0.0,0.8636363636363636,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,6.0,0.20833333333333334,5.0,8.28374877928879,1.5,16.224980739587956,82.83748779288788
,*Oc1cccc(Oc2ccc(/N=C/c3ccc(N(c4ccccc4)c4ccc(/C=N/c5ccc(*)cc5)cc4)cc3)cc2)c1,447.15,GREA,,447.15-447.15,1,black,,6.0,6.0,6.0,6.0,1.0,39.0,1.0,0.0,5.0,10.0,6.0,0.0,6.0,46.42,0.0,0.0,20.809667147952844,1.156544723704938,557.2103271039999,0.0,43.0,5.974321132563338,0.0,0.5116279069767442,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,6.0,0.15555555555555556,7.0,13.439944794873607,1.5,27.78038872479083,282.2388406923458
,*Oc1cccc(Oc2ccc(C(=O)O)c(C(=O)Nc3ccc(Oc4ccc(-c5ccc(Oc6ccc(NC(=O)c7cc(*)ccc7C(=O)O)cc6)cc5)cc4)cc3)c2)c1,373.15,GREA,,373.15-373.15,1,black,,6.0,3.0,3.0,3.0,2.0,54.0,1.0,4.0,8.0,14.0,7.0,0.0,7.0,169.72,0.0,0.0,36.01706053271513,0.9255239684859127,770.1900451600001,0.0,58.0,13.275765617928615,0.0,0.43103448275862066,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,6.0,0.23333333333333334,14.0,12.606299340755811,1.5000000000000002,26.36759374687043,1147.1732400087787
,*Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc(*)cc4)c3)cc2)c1,404.15,GREA,,404.15-404.15,1,black,,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,6.0,7.0,4.0,0.0,4.0,71.06,0.0,0.0,25.38348332470246,1.3819394783550625,424.09468823199995,0.0,32.0,12.579630928306695,0.0,0.59375,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,6.0,0.23529411764705882,8.0,9.595450816280364,1.499999999999999,21.0,268.6726228558502
,*Oc1cccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)c1,398.15,GREA,,398.15-398.15,1,black,,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,3.0,5.0,3.0,0.0,3.0,35.53,0.0,0.0,15.909757417102366,1.7481702207545626,288.078644244,0.0,22.0,12.480730423176311,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,0.20833333333333334,5.0,7.639484137874101,1.5000000000000002,10.816653826391969,76.394841378741
,*Oc1cccc(Oc2ccc(C(=O)c3ccc(NC(=O)CCCCCCCCC(=O)Nc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1,416.15,GREA,,416.15-416.15,1,black,,0.0,0.0,0.0,0.0,0.0,52.0,1.0,2.0,6.0,18.0,5.0,0.0,5.0,110.79999999999998,0.0,0.0,26.543334625115026,0.9249693139779323,666.2729869359999,8.0,42.0,13.017451378843571,51.36657298340809,0.5,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,6.0,0.19230769230769232,10.0,14.614375503446688,1.4999999999999993,31.212978070027212,657.6468976551009
,*Oc1cccc(Oc2ccc(C(=O)c3ccc(NC(=O)c4ccc(C(=O)Nc5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)c1,463.15,GREA,,463.15-463.15,1,black,,0.0,0.0,0.0,0.0,0.0,50.0,1.0,2.0,6.0,11.0,6.0,0.0,6.0,110.79999999999998,0.0,0.0,26.543334625115026,1.010104987294181,630.179086552,0.0,48.0,13.079265938499779,0.0,0.4583333333333333,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,6.0,0.2,10.0,12.11319052445294,1.5000000000000007,25.6320112359526,545.0935736003822
,*Oc1cccc(Oc2ccc(C(=O)c3ccc(NC(=O)c4cccc(C(=O)Nc5ccc(C(=O)c6ccc(*)cc6)cc5)c4)cc3)cc2)c1,487.15,GREA,,487.15-487.15,1,black,,0.0,0.0,0.0,0.0,0.0,50.0,1.0,2.0,6.0,11.0,6.0,0.0,6.0,110.79999999999998,0.0,0.0,26.543334625115026,1.039929569922648,630.179086552,0.0,48.0,13.113525187252684,0.0,0.4583333333333333,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,6.0,0.2,10.0,11.991931537929933,1.4999999999999993,27.372431386341994,539.636919206847
,*Oc1cccc(Oc2ccc(C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1,474.15,GREA,,474.15-474.15,1,black,,6.0,6.0,6.0,6.0,1.0,40.0,1.0,0.0,5.0,10.0,6.0,0.0,6.0,69.67,0.0,0.0,31.823377105819084,1.2498509251520717,592.14396053,1.0,43.0,15.004436778180532,0.0,0.5,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,6.0,0.17391304347826086,8.0,8.321326466165766,1.499999999999999,15.772784903393552,232.99714105264144
,*Oc1cccc(Oc2ccc(NC(=O)c3cc(NC(=O)c4ccc(OC(C)=O)cc4)cc(C(=O)Nc4ccc(*)cc4)c3)cc2)c1,503.15,GREA,,503.15-503.15,1,black,,13.0,13.0,13.0,13.0,1.0,34.0,1.0,3.0,7.0,10.0,5.0,0.0,5.0,132.06,0.0,0.0,36.596986182921405,1.3535146980564206,599.16925014,1.0,44.0,13.435500985651426,6.923737199690624,0.5555555555555556,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,6.0,0.2553191489361702,12.0,10.028016078386747,1.4999999999999993,21.000000000000004,661.8490611735253
,*Oc1cccc(Oc2ccc(NC(=O)c3ccc(-c4ccc(C(=O)Nc5ccc(*)cc5)c(C)c4)cc3C)cc2)c1,486.15,GREA,,486.15-486.15,1,black,,0.0,0.0,0.0,0.0,0.0,42.0,1.0,2.0,4.0,8.0,5.0,0.0,5.0,76.66,0.0,0.0,26.543334625115026,1.2378699393426884,526.189257312,2.0,38.0,13.080267001941687,13.847474399381248,0.625,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,6.0,0.19047619047619047,8.0,12.333019789534257,1.4999999999999996,25.054939632735103,345.32455410695917
,*Oc1cccc(Oc2ccc(NC(=O)c3ccc(Oc4cccc(Oc5ccc(C(=O)Nc6ccc(*)cc6)cc5)c4)cc3)cc2)c1,449.65,GREA,,449.65-449.65,1,black,,0.0,0.0,0.0,0.0,0.0,48.0,1.0,2.0,6.0,11.0,6.0,0.0,6.0,95.12,0.0,0.0,36.01706053271513,1.0076746640589598,606.179086552,0.0,46.0,12.872279162591365,0.0,0.45652173913043476,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,6.0,0.20833333333333334,10.0,13.290754740951426,1.4999999999999998,27.372431386341994,598.0839633428142
