polymer,PSMILES,Exp_Tg(K),source,SMILES,tg_range,number of points,reliability,stdev,dp_2,nconf20_2,rotatable_bonds,num_rings,num_aromatic_rings,num_non_aromatic_rings,hbond_acceptors,hbond_donors,n_sc,len_sc,min_length_sc,max_length_sc,mean_length_sc,n_bb,len_bb,min_length_bb,max_length_bb,mean_length_bb,fingerprint,cluster_label,Source
,*c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,510.15,GREA,,510.15-510.15,1,black,,CC1(c2ccc(C(=O)NNC(=O)c3ccc(C(=O)NNC(=O)c4ccc(C5(c6ccc(C(=O)NNC(=O)c7ccc(C(=O)NNC(=O)c8ccc(C)cc8)cc7)cc6)OC(=O)c6ccccc65)cc4)cc3)cc2)OC(=O)c2ccccc21,427.0,11,10,8,2,12,8,1,[6],6,6,6.0,1,[38],38,38,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d4ccf0>,1,cluster_1
,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nc(-c6ccccn6)nnc5*)cc4)cc3)cc2)cc1,503.15,GREA,,503.15-503.15,1,black,,Cc1nnc(-c2ccccn2)nc1-c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nnc(-c6ccccn6)nc5-c5ccc(Oc6ccc(-c7ccc(Oc8ccc(C)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,315.0,15,12,12,0,12,0,1,[7],7,7,7.0,1,[34],34,34,34.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d55900>,1,cluster_1
,*c1ccc(Oc2ccc(P(C)(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,536.15,GREA,,536.15-536.15,1,black,,CC1(c2ccc(Oc3ccc(P(C)(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc(P(C)(=O)c9ccc(Oc%10ccc(C)cc%10)cc9)cc8)cc7)OC(=O)c7ccccc76)cc5)cc4)cc3)cc2)OC(=O)c2ccccc21,402.0,15,12,10,2,10,0,1,[6],6,6,6.0,1,[37],37,37,37.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdecf0>,1,cluster_1
,*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(-c8nc9cc%10sc(*)nc%10cc9s8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,673.15,GREA,,673.15-673.15,1,black,,Cc1nc2cc3sc(-c4ccc(Oc5ccc(-n6c(=O)c7cc8c(=O)n(-c9ccc(Oc%10ccc(-c%11nc%12cc%13sc(-c%14ccc(Oc%15ccc(-n%16c(=O)c%17cc%18c(=O)n(-c%19ccc(Oc%20ccc(C)cc%20)cc%19)c(=O)c%18cc%17c%16=O)cc%15)cc%14)nc%13cc%12s%11)cc%10)cc9)c(=O)c8cc7c6=O)cc5)cc4)nc3cc2s1,42.0,15,20,20,0,24,0,0,,0,0,0.0,1,[56],56,56,56.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d577b0>,1,cluster_1
,*C(=O)c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(*)cc4C3=O)c(C)cc1C)C2=O,578.15,GREA,,578.15-578.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5cc(N7C(=O)c8ccc(C(=O)C)cc8C7=O)c(C)cc5C)C6=O)cc4C3=O)c(C)cc1C)C2=O,196.0,7,10,6,4,10,0,0,,0,0,0.0,1,[34],34,34,34.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ddb3c0>,0,cluster_0
,O=C(N1[*])C2=C(C1=O)C=C3C(C(N(C4=CC=C(OC5=CC=C(C(C(F)(F)F)(C(F)(F)F)C6=CC=C(OC7=CC=C([*])C=C7)C=C6)C=C5)C=C4)C3=O)=O)=C2,575.65,Qiu,,568.15-583.15,2,yellow,10.606601717798211,Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(-c8ccc(Oc9ccc(C(c%10ccc(Oc%11ccc(-n%12c(=O)c%13cc%14c(=O)n(C)c(=O)c%14cc%13c%12=O)cc%11)cc%10)(C(F)(F)F)C(F)(F)F)cc9)cc8)c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,476.0,15,14,14,0,16,0,1,[9],9,9,9.0,1,[45],45,45,45.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd1a50>,1,cluster_1
,*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ncc(*)s6)c(=O)c5cc4c3=O)cc2)cc1,601.95,GREA,,601.95-601.95,1,black,,Cc1cnc(-n2c(=O)c3cc4c(=O)n(-c5ccc(Oc6ccc(-c7cnc(-n8c(=O)c9cc%10c(=O)n(-c%11ccc(Oc%12ccc(C)cc%12)cc%11)c(=O)c%10cc9c8=O)s7)cc6)cc5)c(=O)c4cc3c2=O)s1,30.0,9,12,12,0,18,0,0,,0,0,0.0,1,[36],36,36,36.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d57820>,1,cluster_1
,*c1ccc(Oc2ccc(-c3cnc4ccc(Oc5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,543.15,GREA,,543.15-543.15,1,black,,Cc1cnc2cc(Oc3ccc4ncc(-c5ccc(Oc6ccc(-c7cnc8cc(Oc9ccc%10ncc(-c%11ccc(Oc%12ccc(C)cc%12)cc%11)nc%10c9)ccc8n7)cc6)cc5)nc4c3)ccc2n1,357.0,11,12,12,0,12,0,0,,0,0,0.0,1,[36],36,36,36.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d56ac0>,1,cluster_1
,*c1ccc(C(c2ccc(N3C(=O)c4cc(-c5ccc([Si](C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc([Si](C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,638.15,GREA,,638.15-638.15,1,black,,CN1C(=O)c2cc(-c3ccc([Si](C)(C)C)cc3)c(-c3cc4c(cc3-c3ccc([Si](C)(C)C)cc3)C(=O)N(c3ccc(C(c5ccc(N6C(=O)c7cc(-c8ccc([Si](C)(C)C)cc8)c(-c8cc9c(cc8-c8ccc([Si](C)(C)C)cc8)C(=O)N(c8ccc(C(c%10ccc(C)cc%10)(C(F)(F)F)C(F)(F)F)cc8)C9=O)cc7C6=O)cc5)(C(F)(F)F)C(F)(F)F)cc3)C4=O)cc2C1=O,267.0,17,16,12,4,8,0,3,"[9, 11, 11]",9,11,10.333333333333334,1,[37],37,37,37.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d4ee40>,0,cluster_0
,*c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5ccc(-c6ccc(Oc7cccc8c7C(=O)N(*)C8=O)cc6)cc5)c4C3=O)cc2)cc1,550.15,GREA,,550.15-550.15,1,black,,CN1C(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc6c5C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9cccc(Oc%10ccc(-c%11ccc(Oc%12cccc%13c%12C(=O)N(c%12ccc(Oc%14ccc(C)cc%14)cc%12)C%13=O)cc%11)cc%10)c9C8=O)cc7)cc5)C6=O)cc4)cc3)c2C1=O,428.0,17,16,12,4,14,0,0,,0,0,0.0,1,[51],51,51,51.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d5cc10>,0,cluster_0
,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,474.15,GREA,,474.15-474.15,1,black,,CN1C(=O)c2ccc(Oc3cccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(S(=O)(=O)c7ccc(Oc8ccc(N9C(=O)c%10ccc(Oc%11cccc(Oc%12ccc%13c(c%12)C(=O)N(c%12ccc(Oc%14ccc(S(=O)(=O)c%15ccc(Oc%16ccc(C)cc%16)cc%15)cc%14)cc%12)C%13=O)c%11)cc%10C9=O)cc8)cc7)cc6)cc4)C5=O)c3)cc2C1=O,6.0,23,18,14,4,20,0,0,,0,0,0.0,1,[61],61,61,61.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdf820>,0,cluster_0
,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C(C)(C)C)cc(-c4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3C(C)(C)C)cc1)C2=O,628.15,GREA,,628.15-628.15,1,black,,CC(C)(C)c1cc(-c2ccc(N3C(=O)c4ccc(C(C)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc(C(C)(C)C)c1Oc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(-c6cc(C(C)(C)C)c(Oc7ccc(N8C(=O)c9ccc(C)cc9C8=O)cc7)c(C(C)(C)C)c6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,400.0,13,14,10,4,10,0,3,"[5, 9, 5]",5,9,6.333333333333333,1,[44],44,44,44.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce5510>,0,cluster_0
,O=C(N1C2=CC=CC(N3C(C4=CC=C(OC5=CC=C(C(C6=CC=CC(O[*])=C6)=O)C=C5)C=C4C3=O)=O)=C2)C7=CC([*])=CC=C7C1=O,512.15,Qiu,,512.15-512.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(Oc5ccc(C(=O)c6cccc(Oc7ccc8c(c7)C(=O)N(c7cccc(N9C(=O)c%10ccc(Oc%11ccc(C(=O)c%12cccc(OC)c%12)cc%11)cc%10C9=O)c7)C8=O)c6)cc5)cc4C3=O)c1)C2=O,4.0,15,14,10,4,14,0,0,,0,0,0.0,1,[46],46,46,46.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd0a50>,0,cluster_0
,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc([Si](C)(C)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,519.15,GREA,,519.15-519.15,1,black,,CN1C(=O)c2ccc([Si](C)(C)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(N8C(=O)c9ccc([Si](C)(C)c%10ccc%11c(c%10)C(=O)N(c%10ccc(Oc%12ccc(S(=O)(=O)c%13ccc(Oc%14ccc(C)cc%14)cc%13)cc%12)cc%10)C%11=O)cc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2C1=O,36.0,19,16,12,4,16,0,0,,0,0,0.0,1,[56],56,56,56.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdf970>,0,cluster_0
,*c1ccc(Oc2ccc3ccc(Oc4ccc(N5C(=O)CC(=O)N(*)C5=S)cc4)cc3c2)cc1,424.65,GREA,,424.65-424.65,1,black,,CN1C(=O)CC(=O)N(c2ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)CC(=O)N(c7ccc(Oc8ccc9ccc(Oc%10ccc(C)cc%10)cc9c8)cc7)C6=S)cc5)cc4c3)cc2)C1=S,380.0,11,10,8,2,10,0,0,,0,0,0.0,1,[35],35,35,35.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdfe40>,1,cluster_1
,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6cccc(Oc7c(C)cc(-c8cc(C)c(Oc9cccc%10c9C(=O)N(*)C%10=O)c(C)c8)cc7C)c6C5=O)cc4)cc3)cc2)cc1,563.15,GREA,,563.15-563.15,1,black,,Cc1cc(-c2cc(C)c(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(N8C(=O)c9cccc(Oc%10c(C)cc(-c%11cc(C)c(Oc%12cccc%13c%12C(=O)N(c%12ccc(Oc%14ccc(-c%15ccc(Oc%16ccc(C)cc%16)cc%15)cc%14)cc%12)C%13=O)c(C)c%11)cc%10C)c9C8=O)cc7)cc6)cc5)cc3)C4=O)c(C)c2)cc(C)c1Oc1cccc2c1C(=O)N(C)C2=O,1.0,23,20,16,4,16,0,0,,0,0,0.0,1,[68],68,68,68.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d564a0>,0,cluster_0
,*c1ccc(Oc2ccc(-c3csc(/N=C/c4ccc(OCCCCCCCCOc5ccc(/C=N/c6nc(*)cs6)cc5)cc4)n3)cc2)cc1,423.15,GREA,,423.15-423.15,1,black,,Cc1csc(/N=C/c2ccc(OCCCCCCCCOc3ccc(/C=N/c4nc(-c5ccc(Oc6ccc(-c7csc(/N=C/c8ccc(OCCCCCCCCOc9ccc(/C=N/c%10nc(-c%11ccc(Oc%12ccc(C)cc%12)cc%11)cs%10)cc9)cc8)n7)cc6)cc5)cs4)cc3)cc2)n1,1.0,37,12,12,0,18,0,0,,0,0,0.0,1,[51],51,51,51.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d56ba0>,1,cluster_1
,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5cccc(Oc6ccc(C(=O)c7ccc(Oc8cccc9c8C(=O)N(*)C9=O)cc7)cc6)c5C4=O)cc3)c2)cc1,489.15,GREA,,489.15-489.15,1,black,,CN1C(=O)c2cccc(Oc3ccc(C(=O)c4ccc(Oc5cccc6c5C(=O)N(c5ccc(Oc7cccc(Oc8ccc(N9C(=O)c%10cccc(Oc%11ccc(C(=O)c%12ccc(Oc%13cccc%14c%13C(=O)N(c%13ccc(Oc%15cccc(Oc%16ccc(C)cc%16)c%15)cc%13)C%14=O)cc%12)cc%11)c%10C9=O)cc8)c7)cc5)C6=O)cc4)cc3)c2C1=O,75.0,23,18,14,4,18,0,0,,0,0,0.0,1,[60],60,60,60.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce1040>,0,cluster_0
,*CC(=O)Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)CN5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,514.15,GREA,,514.15-514.15,1,black,,CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(NC(=O)CN8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(CC(=O)Nc%10ccc(Oc%12ccc(S(=O)(=O)c%13ccc(Oc%14ccc(NC(=O)CC)cc%14)cc%13)cc%12)cc%10)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,1.0,27,16,12,4,20,4,1,[9],9,9,9.0,1,[62],62,62,62.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d71f90>,0,cluster_0
,*Oc1c(F)c(F)c(-c2c(F)c(F)c(Oc3ccc(Cc4ccc(*)c(C=O)c4)cc3C=O)c(F)c2F)c(F)c1F,471.15,GREA,,471.15-471.15,1,black,,Cc1ccc(Cc2ccc(Oc3c(F)c(F)c(-c4c(F)c(F)c(Oc5ccc(Cc6ccc(Oc7c(F)c(F)c(-c8c(F)c(F)c(OC)c(F)c8F)c(F)c7F)c(C=O)c6)cc5C=O)c(F)c4F)c(F)c3F)c(C=O)c2)cc1C=O,359.0,17,8,8,0,8,0,2,"[3, 3]",3,3,3.0,1,[37],37,37,37.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d23890>,1,cluster_1
,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)CC(=O)N(*)C5=S)cc4)cc3)cc2)cc1,431.65,GREA,,431.65-431.65,1,black,,CN1C(=O)CC(=O)N(c2ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)CC(=O)N(c7ccc(Oc8ccc(-c9ccc(Oc%10ccc(C)cc%10)cc9)cc8)cc7)C6=S)cc5)cc4)cc3)cc2)C1=S,331.0,13,10,8,2,10,0,0,,0,0,0.0,1,[37],37,37,37.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d55ba0>,1,cluster_1
,*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCCCCCCCCCC6)cc5)cc4C3=O)cc2)cc1,513.15,GREA,,513.15-513.15,1,black,,CN1C(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Cc8ccc(N9C(=O)c%10ccc(Oc%11ccc(C%12(c%13ccc(Oc%14ccc%15c(c%14)C(=O)N(c%14ccc(Cc%16ccc(C)cc%16)cc%14)C%15=O)cc%13)CCCCCCCCCCC%12)cc%11)cc%10C9=O)cc8)cc6)C7=O)cc5)CCCCCCCCCCC4)cc3)cc2C1=O,6.0,19,18,12,6,12,0,0,,0,0,0.0,1,[63],63,63,63.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d50eb0>,0,cluster_0
,*Oc1ccc(Oc2ccc(C(=O)c3ccc(NC(=O)c4ccc(C(=O)Nc5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,497.15,GREA,,497.15-497.15,1,black,,Cc1ccc(C(=O)c2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(C(=O)c5ccc(Oc6ccc(Oc7ccc(C(=O)c8ccc(NC(=O)c9ccc(C(=O)Nc%10ccc(C(=O)c%11ccc(Oc%12ccc(OC)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,386.0,23,12,12,0,12,4,0,,0,0,0.0,1,[50],50,50,50.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d084a0>,1,cluster_1
,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(S(=O)(=O)c7ccc(Oc8ccc(/C=C9\CC/C(=C\c%10ccc(*)cc%10)C9=O)cc8)cc7)cc6)cc5)CCCC4)cc3)cc2)cc1,513.15,GREA,,513.15-513.15,1,black,,Cc1ccc(/C=C2\CC/C(=C\c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc(S(=O)(=O)c%10ccc(Oc%11ccc(/C=C%12\CC/C(=C\c%13ccc(Oc%14ccc(S(=O)(=O)c%15ccc(Oc%16ccc(C%17(c%18ccc(Oc%19ccc(S(=O)(=O)c%20ccc(OC)cc%20)cc%19)cc%18)CCCC%17)cc%16)cc%15)cc%14)cc%13)C%12=O)cc%11)cc%10)cc9)cc8)CCCC7)cc6)cc5)cc4)cc3)C2=O)cc1,1.0,31,20,16,4,18,0,0,,0,0,0.0,1,[73],73,73,73.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d3beb0>,1,cluster_1
,*C(=O)Nc1ccc(Cc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,552.65,GREA,,552.65-552.65,1,black,,Cc1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Cc6ccc(NC(=O)C)cc6)cc4)C5=O)cc3)cc1)C2=O,57.0,9,8,6,2,6,2,0,,0,0,0.0,1,[29],29,29,29.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd2200>,0,cluster_0
,*c1ccc(Oc2ccc(-c3ccc(-c4ccc(-c5ccc(Oc6ccc(-c7c8c(c(*)c9ccccc79)C(=O)N(c7ccccc7)C8=O)cc6)c(C(F)(F)F)c5)cc4)cc3)cc2C(F)(F)F)cc1,607.15,GREA,,607.15-607.15,1,black,,Cc1c2c(c(-c3ccc(Oc4ccc(-c5ccc(-c6ccc(-c7ccc(Oc8ccc(-c9c%10c(c(-c%11ccc(Oc%12ccc(-c%13ccc(-c%14ccc(-c%15ccc(Oc%16ccc(C)cc%16)c(C(F)(F)F)c%15)cc%14)cc%13)cc%12C(F)(F)F)cc%11)c%11ccccc9%11)C(=O)N(c9ccccc9)C%10=O)cc8)c(C(F)(F)F)c7)cc6)cc5)cc4C(F)(F)F)cc3)c3ccccc13)C(=O)N(c1ccccc1)C2=O,10.0,19,20,18,2,8,0,4,"[6, 7, 5, 5]",5,7,5.75,1,[51],51,51,51.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d556d0>,1,cluster_1
,*C(=O)Nc1c(C)cc(C)c(NC(=O)c2ccc3c(c2)C(=O)N(c2c(C)cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c2C)C3=O)c1C,561.15,GREA,,561.15-561.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1c(C)cc(C)c(N3C(=O)c4ccc(C(=O)Nc5c(C)cc(C)c(NC(=O)c6ccc7c(c6)C(=O)N(c6c(C)cc(C)c(N8C(=O)c9ccc(C(=O)Nc%10c(C)cc(C)c(NC(=O)C)c%10C)cc9C8=O)c6C)C7=O)c5C)cc4C3=O)c1C)C2=O,489.0,11,12,8,4,12,4,0,,0,0,0.0,1,[48],48,48,48.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cf7820>,0,cluster_0
,*c1cccc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,617.65,GREA,,596.15-639.15,2,yellow,30.405591591021544,CN1C(=O)c2ccc(P(=O)(c3ccccc3)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(P(=O)(c7ccccc7)c7ccc8c(c7)C(=O)N(c7cccc(C)c7)C8=O)cc6C5=O)c3)C4=O)cc2C1=O,353.0,9,12,8,4,10,0,1,[7],7,7,7.0,1,[32],32,32,32.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ceb6d0>,0,cluster_0
,*c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(Oc4ccc(NC(=O)c5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,571.15,GREA,,571.15-571.15,1,black,,CC(c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(Oc4ccc(NC(=O)c5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8cccc(C(=O)Nc%10ccc(Oc%11ccc(NC(=O)c%12cccc(N%13C(=O)c%14ccc(C)cc%14C%13=O)c%12)cc%11)cc%10)c8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O)(C(F)(F)F)C(F)(F)F,71.0,19,16,12,4,14,4,1,[9],9,9,9.0,1,[56],56,56,56.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce6e40>,0,cluster_0
,*C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(Oc4ccc(-c5nc6cc(*)ccc6nc5-c5ccccc5)cc4)cc3)nc2c1,544.15,GREA,,544.15-544.15,1,black,,Cc1ccc2nc(-c3ccccc3)c(-c3ccc(Oc4ccc(-c5nc6cc(C(=O)c7ccc8nc(-c9ccccc9)c(-c9ccc(Oc%10ccc(-c%11nc%12cc(C(=O)C)ccc%12nc%11-c%11ccccc%11)cc%10)cc9)nc8c7)ccc6nc5-c5ccccc5)cc4)cc3)nc2c1,383.0,15,16,16,0,12,0,2,"[7, 7]",7,7,7.0,1,[37],37,37,37.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d60190>,1,cluster_1
,*c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6ncc(*)nc6c5)cc4n3)cc2)cc1,565.65,GREA,,553.15-578.15,2,yellow,17.67766952966369,Cc1cnc2ccc(-c3ccc4ncc(-c5ccc(Oc6ccc(-c7cnc8ccc(-c9ccc%10ncc(-c%11ccc(Oc%12ccc(C)cc%12)cc%11)nc%10c9)cc8n7)cc6)cc5)nc4c3)cc2n1,211.0,9,12,12,0,10,0,0,,0,0,0.0,1,[35],35,35,35.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d56a50>,1,cluster_1
,*Nc1ccc(C2(c3ccc(NC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,550.15,GREA,,550.15-550.15,1,black,,CC(=O)c1cccc(C(=O)Nc2ccc(C3(c4ccc(NC(=O)c5cccc(C(=O)Nc6ccc(C7(c8ccc(NC)cc8)c8ccccc8-c8ccccc87)cc6)c5)cc4)c4ccccc4-c4ccccc43)cc2)c1,246.0,12,12,10,2,5,4,2,"[6, 6]",6,6,6.0,1,[31],31,31,31.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d05e40>,1,cluster_1
,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(S(=O)(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,493.15,GREA,,493.15-493.15,1,black,,CC(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)Oc3ccc(C(C)(C)c4ccc(OC(=O)c5ccc(S(=O)(=O)c6ccc(C(=O)Oc7ccc(C(C)(C)c8ccc(OC)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,154.0,16,8,8,0,12,0,0,,0,0,0.0,1,[38],38,38,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d2af90>,1,cluster_1
,*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,540.15,GREA,,540.15-540.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1c(C)cc(C)c(N3C(=O)c4ccc(C(=O)Nc5ccc(-c6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7c(C)cc(C)c(N9C(=O)c%10ccc(C(=O)Nc%11ccc(-c%12ccc(NC(=O)C)cc%12C(F)(F)F)c(C(F)(F)F)c%11)cc%10C9=O)c7C)C8=O)cc6C(F)(F)F)c(C(F)(F)F)c5)cc4C3=O)c1C)C2=O,494.0,13,14,10,4,12,4,2,"[5, 5]",5,5,5.0,1,[51],51,51,51.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cf8120>,0,cluster_0
